key,value,version,sheet
Item_Seed_Pumpkin,Hạt Bí ngô,#20250905113817,Default
Item_Seed_Starfruit,Hạt Khế,#20250905113817,Default
Item_Seed_Strawberry,Hạt Dâu tây,#20250905113817,Default
Item_Seed_Tomato,Hạt Cà chua,#20250905113817,Default
Item_Seed_Watermelon,Hạt Dưa hấu,#20250905113817,Default
Item_Seed_Apple_Desc,Nảy\ thành\ Cây\ Táo.,#20250905113817,Default
Item_Seed_Aritichoke_Desc,Nảy\ thành\ Atiso.,#20250905113817,Default
Item_Seed_Aubergine_Desc,Nảy\ thành\ Cà\ tím.,#20250905113817,Default
Item_Seed_Banana_Desc,Nảy\ thành\ Chuối.,#20250905113817,Default
Item_Seed_Carrot_Desc,Nảy\ thành\ Cà\ rốt.,#20250905113817,Default
Item_Seed_Cauliflower_Desc,Nảy\ thành\ Súp\ lơ.,#20250905113817,Default
Item_Seed_Cherry_Desc,Nảy\ thành\ Anh\ đào.,#20250905113817,Default
Item_Seed_Chilli_Desc,Nảy\ thành\ Ớt.,#20250905113817,Default
Item_Seed_Coconut_Desc,Nảy\ thành\ Cây\ Dừa.,#20250905113817,Default
Item_Seed_Corn_Desc,Nảy\ thành\ Ngô.,#20250905113817,Default
Item_Seed_Cucumber_Desc,Nảy\ thành\ Dưa\ leo.,#20250905113817,Default
Item_Seed_Garlic_Desc,Nảy\ thành\ Tỏi.,#20250905113817,Default
Item_Seed_Grape_Desc,Nảy\ thành\ Nho.,#20250905113817,Default
Item_Seed_Leek_Desc,Nảy\ thành\ Tỏi\ tây.,#20250905113817,Default
Item_Seed_Lemon_Desc,Nảy\ thành\ Chanh.,#20250905113817,Default
Item_Seed_Mango_Desc,Nảy\ thành\ Xoài.,#20250905113817,Default
Item_Seed_Onion_Desc,Nảy\ thành\ Hành.,#20250905113817,Default
Item_Seed_Orange_Desc,Nảy\ thành\ Cam.,#20250905113817,Default
Item_Seed_Pear_Desc,Nảy\ thành\ Lê.,#20250905113817,Default
Item_Seed_Pineapple_Desc,Nảy\ thành\ Dứa.,#20250905113817,Default
Item_Seed_Potato_Desc,Nảy\ thành\ Khoai\ tây.,#20250905113817,Default
Item_Seed_Pumpkin_Desc,Nảy\ thành\ Bí\ ngô.,#20250905113817,Default
Item_Seed_Starfruit_Desc,Nảy\ thành\ Khế.,#20250905113817,Default
Item_Seed_Strawberry_Desc,Nảy\ thành\ Dâu\ tây.,#20250905113817,Default
Item_Seed_Tomato_Desc,Nảy\ thành\ Cà\ chua.,#20250905113817,Default
Item_Seed_Watermelon_Desc,Nảy\ thành\ Dưa\ hấu.,#20250905113817,Default
Item_Aritichoke,Atiso,#20250905113817,Default
Item_Aubergine,Cà tím,#20250905113817,Default
Item_Banana,Chuối,#20250905113817,Default
Item_Cauliflower,Súp lơ,#20250905113817,Default
Item_Cherry,Anh đào,#20250905113817,Default
Item_Chilli,Ớt,#20250905113817,Default
Item_Coconut,Dừa,#20250905113817,Default
Item_Corn,Ngô,#20250905113817,Default
Item_Cucumber,Dưa leo,#20250905113817,Default
Item_Garlic,Tỏi,#20250905113817,Default
Item_Grape,Nho,#20250905113817,Default
Item_Leek,Tỏi tây,#20250905113817,Default
Item_Lemon,Chanh,#20250905113817,Default
Item_Mango,Xoài,#20250905113817,Default
Item_Onion,Hành,#20250905113817,Default
Item_Orange,Cam,#20250905113817,Default
Item_Pear,Lê,#20250905113817,Default
Item_Pineapple,Dứa,#20250905113817,Default
Item_Starfruit,Khế,#20250905113817,Default
Item_Strawberry,Dâu tây,#20250905113817,Default
Item_Tomato,Cà chua,#20250905113817,Default
Item_Watermelon,Dưa hấu,#20250905113817,Default
Item_Aritichoke_Desc,"Nguyên liệu cao cấp, cần phương pháp nấu đặc biệt.",#20250905113817,Default
Item_Aubergine_Desc,Đừng dùng nó cho việc... kỳ quặc.,#20250905113817,Default
Item_Banana_Desc,Hồi năng lượng nhanh chóng.,#20250905113817,Default
Item_Cauliflower_Desc,Ít calo — món khoái khẩu của người mê fitness.,#20250905113817,Default
Item_Cherry_Desc,Đỏ và ngọt.,#20250905113817,Default
Item_Chilli_Desc,Trông có vẻ cay.,#20250905113817,Default
Item_Coconut_Desc,Chọc lỗ và thưởng thức nước dừa ngọt bên trong.,#20250905113817,Default
Item_Corn_Desc,Nguồn năng lượng tuyệt vời — hoàn hảo làm lương thực chính.,#20250905113817,Default
Item_Cucumber_Desc,Giòn và mát. Nổi tiếng là “đồ ăn âm calo”.,#20250905113817,Default
Item_Garlic_Desc,Kết hợp hoàn hảo với thịt.,#20250905113817,Default
Item_Grape_Desc,"Ngon, còn có thể ủ rượu.",#20250905113817,Default
Item_Leek_Desc,Giống hành lá nhưng vị dịu hơn.,#20250905113817,Default
Item_Lemon_Desc,"Chua, đồ uống nào cũng hợp.",#20250905113817,Default
Item_Mango_Desc,"Ngọt, hoàn hảo cho tráng miệng.",#20250905113817,Default
Item_Onion_Desc,Mới nghĩ đến chuyện xắt đã rơi nước mắt.,#20250905113817,Default
Item_Orange_Desc,Chua và giàu vitamin.,#20250905113817,Default
Item_Pear_Desc,"Mọng nước, được cho là nhuận phổi, giảm ho.",#20250905113817,Default
Item_Pineapple_Desc,"Ngọt chua, nên ngâm nước muối trước khi ăn.",#20250905113817,Default
Item_Starfruit_Desc,Bổ ra thấy ngôi sao đẹp.,#20250905113817,Default
Item_Strawberry_Desc,"Nhìn đã ngon, ăn còn ngon hơn.",#20250905113817,Default
Item_Tomato_Desc,"Rau vạn năng — hợp mọi món, ăn sống cũng ngon.",#20250905113817,Default
Item_Watermelon_Desc,Mùa hè mà thiếu dưa hấu là không trọn vẹn.,#20250905113817,Default
PerkBehaviour_AddGardenSize,"Mở\ rộng\ ruộng\ {addX}\ cột,\ {addY}\ hàng.",#20250905113817,Default
PerkBehaviour_GardenAutoWater,Tưới Nước Tự động,#20250905113817,Default
Item_Fish_Blue_Tang,Cá Đuôi Xanh,#20250905113817,Default
Item_Fish_Purple_Damselfish,Cá Thia Tím,#20250905113817,Default
Item_Fish_Red_Grouper,Cá\ Mắt\ To\ Đỏ,#20250925103332,Default
Item_Fish_Redfin_Snapper,Cá Hồng Vây Đỏ,#20250905113817,Default
Item_Fish_Green_Triggerfish,Cá\ Chép\ Đầu\ To\ Lưng\ Xanh,#20250925103332,Default
Item_Fish_Blue_Jack_Mackerel,Cá\ Thiên\ Hà\ Lam,#20250925103332,Default
Item_Fish_Green_Cod,Cá\ Mập\ Đầu\ Béo\ Xanh,#20250925103332,Default
Item_Fish_Blue_Damselfish,Cá Thia Xanh,#20250905113817,Default
Item_Fish_Brown_Sardine,Cá Trích Nâu,#20250905113817,Default
Item_Fish_Orange_Squirrelfish,Cá Sóc Cam,#20250905113817,Default
Item_Fish_White_Cod,Cá\ Vàng\ Đầu\ To,#20250925103332,Default
Item_Fish_White_Perch,Cá\ Dẹt\ Trắng,#20250925103332,Default
Item_Fish_Blue_Sailfish,Cá Cờ Xanh,#20250905113817,Default
Item_Fish_Red_Spotted_Grouper,Cá Mú Đốm Đỏ,#20250905113817,Default
Item_Fish_Red_Banded_Fish,Cá Sọc Đỏ,#20250905113817,Default
Item_Fish_Blue_Mackerel,Cá Thu Xanh,#20250905113817,Default
Item_Fish_Orange_Greenfin_Fish,Cá Vây Xanh Cam,#20250905113817,Default
Item_Fish_Green_Yellow_Porcupinefish,Cá Nóc Xanh Vàng,#20250905113817,Default
Item_Fish_Brown_Mullet,Cá Đối Nâu,#20250905113817,Default
Item_Fish_Blue_Marlin,Cá Kiếm Xanh,#20250905113817,Default
Item_Fish_White_Angelfish,Cá Thiên thần Trắng,#20250905113817,Default
Item_Fish_Red_Goldfish,Cá Vàng Đỏ,#20250905113817,Default
Item_Fish_Yellow_Green_Snapper,Cá Hồng Vàng Xanh lá,#20250905113817,Default
Item_Fish_Pink_Clownfish,Cá\ Hề\ Hồng,#20250925103332,Default
Item_Fish_Brown_and_White_Grunt,Cá Grunt Nâu Trắng,#20250905113817,Default
Item_Fish_Golden_Fish,Cá Vàng,#20250905113817,Default
Item_Fish_Blue_Tang_Desc,"Màu xanh sáng, thân dẹt, rất lanh lợi.",#20250905113817,Default
Item_Fish_Purple_Damselfish_Desc,"Nhỏ, tím toàn thân, đầy năng lượng.",#20250905113817,Default
Item_Fish_Red_Grouper_Desc,Thịt mềm và ngon.,#20250905113817,Default
Item_Fish_Grey_Catshark_Desc,"Nhỏ, hiền, trông vô hại.",#20250905113817,Default
Item_Fish_Redfin_Snapper_Desc,Vây đỏ nổi bật.,#20250905113817,Default
Item_Fish_Green_Triggerfish_Desc,"Vảy cứng, miệng vuông, ngố đáng yêu.",#20250905113817,Default
Item_Fish_Blue_Jack_Mackerel_Desc,"Thon dài, hay bơi theo bầy.",#20250905113817,Default
Item_Fish_Green_Cod_Desc,"Tròn trịa, thịt mềm ngon.",#20250905113817,Default
Item_Fish_Blue_Damselfish_Desc,"Hoạt bát, luôn lượn lờ.",#20250905113817,Default
Item_Fish_Brown_Sardine_Desc,"Tụ đàn dày, nhìn từ trên như một con cá khổng lồ.",#20250905113817,Default
Item_Fish_Orange_Squirrelfish_Desc,"Vảy óng ánh, rất hút mắt.",#20250905113817,Default
Item_Fish_White_Cod_Desc,"Béo tròn, tái nhợt, thịt ngon.",#20250905113817,Default
Item_Fish_White_Perch_Desc,Loài cá ăn bàn nổi tiếng.,#20250905113817,Default
Item_Fish_Blue_Sailfish_Desc,"Miệng nhọn, vây lưng như lá cờ.",#20250905113817,Default
Item_Fish_Red_Spotted_Grouper_Desc,"Lấm tấm đốm, khá quý.",#20250905113817,Default
Item_Fish_Yellow_Porcupinefish_Desc,"Phủ gai, hoảng sợ phồng thành quả cầu.",#20250905113817,Default
Item_Fish_Red_Banded_Fish_Desc,"Kẻ sọc sẫm, thường bơi đàn.",#20250905113817,Default
Item_Fish_Blue_Mackerel_Desc,"Thân thuôn mượt, bơi rất nhanh.",#20250905113817,Default
Item_Fish_Orange_Greenfin_Fish_Desc,Vây xanh lục nổi bật trên thân cam.,#20250905113817,Default
Item_Fish_Green_Yellow_Porcupinefish_Desc,Thân loang xanh vàng.,#20250905113817,Default
Item_Fish_Brown_Mullet_Desc,Nhỏ nhưng bơi hăng.,#20250905113817,Default
Item_Fish_Blue_Marlin_Desc,"Miệng dài to, trông uy lực.",#20250905113817,Default
Item_Fish_White_Angelfish_Desc,Vây xoè như cánh én.,#20250905113817,Default
Item_Fish_Red_Goldfish_Desc,"Cá cảnh phổ biến, rất được ưa chuộng.",#20250905113817,Default
Item_Fish_Yellow_Green_Snapper_Desc,Hoa văn vàng xanh nổi bật.,#20250905113817,Default
Item_Fish_Pink_Clownfish_Desc,Đáng yêu đến muốn nhìn thêm lần nữa.,#20250905113817,Default
Item_Fish_Brown_and_White_Grunt_Desc,"Hoa văn nâu trắng, bơi theo bầy.",#20250905113817,Default
Item_Fish_Golden_Fish_Desc,"Có thể chỉ là cá vàng màu vàng, nhưng tên rất duyên.",#20250905113817,Default
perk_AutoWater,Tưới Nước Tự động,#20250905113817,Default
perk_AddSize,Mở Rộng Ruộng,#20250905113817,Default
Quest_329,Thu thập Mẫu trong Bão Không Gian,#20250905113817,Default
UI_Interact_Sampling,Thu thập Mẫu,#20250905113817,Default
Quest_329_Desc,"Bạn\ thấy\ bộ\ đếm\ bão\ ở\ Căn\ Cứ\ chứ?\ Cứ\ 10\ ngày,\ cả\ hành\ tinh\ hứng\ bão\ không\ gian\ 24\ giờ.\ Chỉ\ vài\ vùng\ an\ toàn\ trụ\ được.\ 12\ giờ\ đầu\ —\ “Nhiễu\ loạn”\ —\ chỉ\ vừa\ đủ\ sống\ sót\ bên\ trong.\ Bùn\ dường\ như\ có\ kháng\ cự.\ 12\ giờ\ cuối\ —\ “Biến\ dạng”\ —\ gần\ như\ chắc\ chết.\ Dù\ nguy\ hiểm,\ năng\ lượng\ bão\ rất\ giá\ trị\ nghiên\ cứu.\ Tôi\ cần\ mẫu.\ Trong\ pha\ “Nhiễu\ loạn”\ hãy\ lấy\ mẫu\ ở\ nơi\ cao\ —\ sườn\ đồi\ gần\ Bến\ Câu\ cá\ Thị\ Trấn\ Nông\ Trại.",#20251011093922,Default
Quest_329_Task_1,Thu thập mẫu bằng Thùng Nhựa trên đỉnh đồi.,#20250905113817,Default
Quest_326,Vũ khí Đặc biệt,#20250905113817,Default
Quest_326_Desc,"Công tác nghiên cứu đến giờ diễn ra suôn sẻ, nhưng thí nghiệm của chúng ta sẽ cần một nguồn tinh thể không gian ngày càng nhiều. Chúng ta cần một cách hiệu quả hơn để đối phó với các sinh vật bão. Vũ khí sử dụng lửa sẽ đặc biệt hiệu quả chống lại chúng. Ở Farm Town có một tay súng shotgun — người thường lảng vảng gần Trạm Radar — người ấy mang theo một vũ khí lửa. Lấy nó cho tôi, tôi sẽ cố gắng sao chép. Nhân tiện, bạn thử dùng nó xem.",#20250905113817,Default
Item_BP_SHT_TOZ66_Fire,Bản vẽ: TOZ-66 Hơi Thở Rồng,#20250905113817,Default
Item_BP_SHT_TOZ66_Fire_Desc,Dùng tại bàn chế để phát triển: TOZ-66 Hơi Thở Rồng.,#20250905113817,Default
Item_PST_Glick_Space,Glick Không Gian,#20250905113817,Default
Item_PST_Glick_Space_Desc,"Khẩu Glick được Tiểu Minh truyền năng lượng không gian bằng kỹ thuật đặc biệt. Hiệu năng không đổi, nay bắn đạn không gian.",#20250905113817,Default
Quest_918,Truyền Hồn,#20250905113817,Default
Quest_918_Desc,"Tôi tìm ra kỹ thuật truyền năng lượng không gian vào vũ khí, cần vài vũ khí nhỏ để thử. Có đồ dư không? Glick là được.",#20250905113817,Default
Quest_919,Nâng cấp Kỹ thuật,#20250905113817,Default
Quest_919_Desc,"Truyền năng lượng không gian thành công, nhưng tỉ lệ thu hồi thấp. Cần thêm nguyên liệu thô để tinh luyện quy trình.",#20250905113817,Default
Quest_810,Vật liệu Thí nghiệm,#20250905113817,Default
Quest_810_Desc,"Bạn đã có đúng công cụ, đến lúc thể hiện tay nghề. Tôi trông cậy bạn lo liệu vật liệu thí nghiệm.",#20250905113817,Default
Quest_920,Tài liệu Tham khảo,#20250905113817,Default
Quest_920_Desc,"J-Lab đã nghiên cứu sâu về bão không gian trước khi rời đi. Nếu tìm được dữ liệu, sẽ giúp ích lớn cho nghiên cứu.",#20250905113817,Default
Quest_890_Desc,"Gần đây đơn hàng tăng đột biến, thiếu hộp bìa và băng keo để đóng gói. Gom giúp tôi nhé? Và mang theo kéo.",#20250905113817,Default
Quest_890,Vật liệu Đóng gói,#20250905113817,Default
Buff_StunResist,Miễn nhiễm Choáng,#20250905113817,Default
Buff_StunResist_Desc,Miễn\ nhiễm\ Choáng,#20250919105709,Default
Quest_921,Tình báo Mật,#20250905113817,Default
Quest_922,Sổ sách,#20250905113817,Default
Quest_922_Desc,"Đơn\ hàng\ dồn\ đống,\ tôi\ không\ theo\ kịp\ —\ đã\ nhầm\ vài\ cái.\ Người\ ta\ bảo\ “bút\ sa\ gà\ chết”\ nên\ kiếm\ cho\ tôi\ cây\ bút\ tốt.",#20250925103332,Default
Quest_923,Thời gian Rảnh rỗi,#20250905113817,Default
Quest_923_Desc,Câu cá chán nếu không có gì giết thời gian. Mang cho tôi tờ báo để đọc lúc cá không cắn.,#20250905113817,Default
Quest_924,Tách Trà và Điếu Thuốc,#20250905113817,Default
Quest_924_Desc,"Tờ báo ổn, nhưng vẫn thiếu thiếu.",#20250905113817,Default
Quest_110,Cắt\ Đứt\ Lợi\ Nhuận\ Của\ Tôi,#20250925103332,Default
Quest_110_Desc,Bây\ giờ\ tôi\ biết\ ai\ đã\ cướp\ lô\ hàng\ đó\ rồi. Tôi\ không\ thể\ tha\ thứ\ cho\ những\ kẻ\ đã\ xén\ vào\ lợi\ nhuận\ của\ tôi. Đi\ dạy\ cho\ họ\ một\ bài\ học. Hãy\ làm\ cho\ đau.,#20250925103332,Default
Quest_926,Thay Cũ Đổi Mới,#20250905113817,Default
Quest_927,Khách quen,#20250905113817,Default
Quest_927_Desc,"Khách quen lại chán món đồ chơi lần trước. Lần này, tìm thứ bền hơn.",#20250905113817,Default
Quest_928,Đa tài,#20250905113817,Default
Quest_929,Đa tài II,#20250905113817,Default
Quest_929_Desc,Nhạc\ cụ\ lần\ trước\ quá\ đơn\ giản.\ Có\ món\ thử\ thách\ hơn\ không?\ Đừng\ lo\ tiền.,#20250925103332,Default
UI_Interact_Fishing,Câu cá,#20250905113817,Default
Quest_921_Desc,"Dữ\ liệu\ chưa\ đầy\ đủ.\ Có\ thể\ một\ phần\ là\ tài\ liệu\ mật,\ cần\ cấp\ quyền\ cao\ hơn.\ Nếu\ không\ tìm\ được,\ hỏi\ kỹ\ sư\ ở\ Nhà\ Kho\ Phía\ Nam\ Thị\ Trấn\ Nông\ Trại.",#20251009091250,Default
Quest_930,Đầu bếp Chuyên nghiệp,#20250905113817,Default
Quest_930_Desc,"Gần\ đây,\ tôi\ bị\ chóng\ mặt\ sau\ chỉ\ hai\ lần\ đẩy\ ngực.\ Chắc\ là\ do\ dinh\ dưỡng\ kém.\ Đã\ đến\ lúc\ chúng\ ta\ cần\ một\ đầu\ bếp\ chuyên\ nghiệp\ để\ lo\ bữa\ ăn\ của\ mình.\ Tôi\ biết\ đúng\ người\ đó.\ Cho\ tôi\ một\ ít\ tiền,\ và\ tôi\ sẽ\ đưa\ anh\ ấy\ đến.",#20251011093922,Default
Tag_Fish,Cá,#20250905113817,Default
Tag_Bait,Mồi,#20250905113817,Default
Quest_931,Tân thủ Câu cá,#20250905113817,Default
Quest_931_Desc,Bạn cũng hứng thú câu cá đúng không. Thử câu một trong mấy con này.,#20250905113817,Default
Quest_932,Con đường tới Vua Câu cá I,#20250905113817,Default
Quest_933,Con đường tới Vua Câu cá II,#20250905113817,Default
Quest_934,Con đường tới Vua Câu cá III,#20250905113817,Default
Quest_935,Con đường tới Vua Câu cá IV,#20250905113817,Default
Quest_936,Con đường tới Vua Câu cá V,#20250905113817,Default
Quest_937,Vua Câu cá,#20250905113817,Default
Quest_935_Desc,Xem bạn kéo được mấy con khó nhằn này không. Kiên nhẫn là chìa khoá!,#20250905113817,Default
Quest_936_Desc,Hãy thử câu các loài dưới đây. Cần phương pháp đặc biệt để bắt.,#20250905113817,Default
Quest_990,Vịt Điểm thấp - Serpent Force,#20250905113817,Default
Quest_990_Desc,Đạt điểm mục tiêu trong minigame Serpent Force.,#20250905113817,Default
Quest_991,Vịt Điểm trung bình - Serpent Force,#20250905113817,Default
Quest_992,Vịt Điểm cao - Serpent Force,#20250905113817,Default
Quest_991_Desc,Đạt điểm mục tiêu trong minigame Serpent Force.,#20250905113817,Default
Quest_992_Desc,Đạt điểm mục tiêu trong minigame Serpent Force.,#20250905113817,Default
Quest_993,Vịt Điểm thấp - Duck Miner,#20250905113817,Default
Quest_994,Vịt Điểm trung bình - Duck Miner,#20250905113817,Default
Quest_995,Vịt Điểm cao - Duck Miner,#20250905113817,Default
Quest_993_Desc,Vượt màn mục tiêu trong minigame Duck Miner.,#20250905113817,Default
Quest_994_Desc,Vượt màn mục tiêu trong minigame Duck Miner.,#20250905113817,Default
Quest_995_Desc,Vượt màn mục tiêu trong minigame Duck Miner.,#20250905113817,Default
Quest_996,Vịt Điểm thấp - Vịt Nguy Hiểm Có Ga,#20250905113817,Default
Quest_996_Desc,Đạt màn mục tiêu trong minigame Vịt Nguy Hiểm Có Ga.,#20250905113817,Default
Quest_997,Vịt Điểm trung bình - Vịt Nguy Hiểm Có Ga,#20250905113817,Default
Quest_998,Vịt Điểm cao - Vịt Nguy Hiểm Có Ga,#20250905113817,Default
Quest_997_Desc,Đạt màn mục tiêu trong minigame Vịt Nguy Hiểm Có Ga.,#20250905113817,Default
Quest_998_Desc,Đạt màn mục tiêu trong minigame Vịt Nguy Hiểm Có Ga.,#20250905113817,Default
Quest_999,Bậc Thầy Trò chơi,#20250905113817,Default
Quest_999_Desc,Chúc mừng đạt thành tựu cao nhất ở mọi minigame. Đây là phần thưởng Bậc Thầy Trò chơi cho bạn.,#20250905113817,Default
Item_Armor_FC,Giáp Bậc Thầy,#20250905113817,Default
Item_Armor_FC_Desc,Biểu tượng của bậc thầy trò chơi.,#20250905113817,Default
Item_Backpack_FC,Ba lô Bậc Thầy,#20250905113817,Default
Item_Backpack_FC_Desc,Biểu tượng của bậc thầy trò chơi.,#20250905113817,Default
Item_ArtichokeFloret,Cánh Hoa Atiso,#20250905113817,Default
Item_ArtichokeFloret_Desc,Chùm cánh atiso nhỏ — nhiều loài cá mê tít.,#20250905113817,Default
Item_CornKernel,Hạt Ngô,#20250905113817,Default
Item_DicedMango,Khối Xoài,#20250905113817,Default
Item_GrapeGrain,Quả Nho,#20250905113817,Default
Item_Earthworm,Giun Đất,#20250905113817,Default
ShipPartInstalled_Survive,Đã lắp Hệ Thống Hỗ Trợ Sự Sống,#20250905113817,Default
ShipPartInstalled_Nevigation,Đã lắp Hệ Thống Điều Hướng,#20250905113817,Default
UI_Installed_Nevigation,Lắp Hệ Thống Điều Hướng,#20250905113817,Default
ShipPartInstalled_Life,Đã lắp Hệ Thống Hỗ Trợ Sự Sống,#20250905113817,Default
UI_Installed_Life,Lắp Hệ Thống Hỗ Trợ Sự Sống,#20250905113817,Default
UI_Installed_Power,Lắp Hệ Thống Năng lượng,#20250905113817,Default
ShipPartInstalled_Power,Đã lắp Hệ Thống Năng lượng,#20250905113817,Default
ShipPartInstalled_Dir,Đã lắp Động cơ Hướng Vector,#20250905113817,Default
UI_Installed_Dir,Lắp Động cơ Hướng Vector,#20250905113817,Default
ShipPartInstalled_Compute,Đã lắp Siêu Máy Tính,#20250905113817,Default
UI_Installed_Compute,Lắp Siêu Máy Tính,#20250905113817,Default
UI_Installed_Protect,Lắp Trường Phòng Thủ,#20250905113817,Default
ShipPartInstalled_Protect,Đã lắp Trường Phòng Thủ,#20250905113817,Default
Building_Kitchen,Nhà bếp,#20250905113817,Default
Building_Kitchen_Desc,Nhà\ bếp\ của\ Vogo.\ Nấu\ ăn\ để\ hồi\ phục\ năng\ lượng\ và\ thể\ lực.,#20250919105709,Default
Quest_1699,Lắp\ Hệ\ Thống\ Năng\ lượng\,#20250925103332,Default
Quest_1699_Desc,Lắp Hệ Thống Năng lượng lên tàu.,#20250905113817,Default
Desc_InstallShip_1199,Hãy tới phi thuyền và lắp Hệ Thống Hỗ Trợ Sự Sống.,#20250905113817,Default
Desc_InstallShip_1299,Hãy tới phi thuyền và lắp Siêu Máy Tính.,#20250905113817,Default
Desc_InstallShip_1399,Hãy tới phi thuyền và lắp Động cơ Hướng Vector.,#20250905113817,Default
Desc_InstallShip_1599,Hãy tới phi thuyền và lắp Trường Phòng Thủ.,#20250905113817,Default
Desc_InstallShip_1699,Hãy tới phi thuyền và lắp Hệ Thống Năng lượng.,#20250905113817,Default
Ending01_Dia_01,Vậy thì đi thôi!,#20250905113817,Default
Ending01_Dia_02,Được rồi!,#20250905113817,Default
Ending01_Dia_04,Jeff nói sẽ quay lại đón bạn.,#20250905113817,Default
Ending01_Dia_05,Tôi sẽ quay lại đón bạn — tôi hứa!,#20250905113817,Default
Ending01_Desc,Chúc mừng hoàn thành Kết thúc A. Thời gian game sẽ tua về ngay trước lúc khởi hành.,#20250905113817,Default
Ending02_Dia_01,Vậy thì đi thôi!,#20250905113817,Default
Ending02_Dia_02,Được rồi!,#20250905113817,Default
Ending02_Dia_04,Chẳng ai biết những cuộc phiêu lưu mới,#20250905113817,Default
Ending02_Dia_05,đang chờ phía trước...,#20250905113817,Default
Ending02_Desc,Chúc mừng hoàn thành Kết thúc B. Thời gian game sẽ tua về ngay trước lúc khởi hành.,#20250905113817,Default
Ending03_Dia_01,Đi thôi!,#20250905113817,Default
Ending03_Dia_02,Được rồi!,#20250905113817,Default
Ending03_Dia_03,"Dù chật chội, mọi người vẫn cùng lên tàu và rời khỏi nơi này.",#20250905113817,Default
Ending03_Dia_04,Không ai biết những cuộc phiêu lưu mới nào đang,#20250905113817,Default
Ending03_Dia_05,chờ phía trước…,#20250905113817,Default
Ending03_Desc,Chúc mừng bạn đã hoàn thành Kết thúc C. Thời gian chơi sẽ quay lại ngay trước lúc khởi hành.,#20250905113817,Default
Note_StormZone_BossInfo1_Content,"Tiến độ chậm đến mức đau đầu—ai cũng lo nơi này sẽ bị tấn công. Để đối phó, chúng tôi đã triển khai hệ thống phòng không tối tân nhất ở đông bắc Khu Bão. Đến ruồi cũng khó lọt. An ninh vững, các nhà nghiên cứu mới yên tâm làm việc. Tôi tin sắp có đột phá.",#20250905113817,Default
Note_StormZone_BossInfo1_Title,Nhật ký Mật Khu Bão,#20250905113817,Default
ShipPartInstalled_Space,Bộ Mở Rộng Không Gian đã lắp,#20250905113817,Default
UI_Installed_Space,Lắp Bộ Mở Rộng Không Gian,#20250905113817,Default
Item_FishingRod_LV2_Desc,Một\ cần\ câu\ khá\ ổn.,#20250915070059,Default
Item_FishingRod_LV3_Desc,Một\ cần\ câu\ cực\ kỳ\ ấn\ tượng.,#20250915070059,Default
Item_Helmat_PeakedCap,Mũ\ Phẳng,#20250915070059,Default
Item_Helmat_PeakedCap_Desc,Món\ khoái\ khẩu\ của\ dân\ câu\ lâu\ năm.,#20250915070059,Default
Item_Key_HiddenWarehouse_Cellar_Fork,Chìa\ Khu\ Hầm\ Giao\ Lộ,#20250915070059,Default
Item_Key_HiddenWarehouse_Cellar_Fork_Desc,Chìa\ mở\ một\ nhánh\ rẽ\ trong\ hầm.,#20250915070059,Default
Item_Key_Defense_System,Chìa\ Khóa\ Hệ\ Thống\ Phòng\ Không,#20250915070059,Default
Item_Key_Defense_System_Desc,"Cấp\ quyền\ kích\ hoạt\ hệ\ thống\ phòng\ không,\ đặt\ trong\ Khu\ Bão.",#20250915070059,Default
Item_HelmatLV1_2,Mũ\ Xe\ Tăng,#20250915070059,Default
Item_HelmatLV1_2_Desc,"Bảo\ vệ\ tạm\ ổn,\ nhưng\ thiết\ kế\ che\ tai\ làm\ giảm\ thính\ giác.",#20250915070059,Default
Item_HelmatLV2_2,Mũ\ Nhẹ\ Cấp\ 2,#20250915070059,Default
Item_HelmatLV2_2_Desc,Đội\ vào\ thấy\ chắc\ đầu.,#20250915070059,Default
Item_HelmatLV3_2,Mũ\ Nhẹ\ Cấp\ 3,#20250915070059,Default
Item_HelmatLV3_2_Desc,"Mũ\ phục\ vụ\ gia\ cường,\ bền\ hơn\ nhưng\ nặng\ thêm.",#20250915070059,Default
Item_HelmatLV3_UN,Mũ\ Gìn\ Giữ\ Hòa\ Bình,#20250915070059,Default
Item_HelmatLV3_UN_Desc,"Thiết\ kế\ nhẹ\ đặc\ biệt,\ cân\ bằng\ độ\ bền\ và\ trọng\ lượng.",#20250915070059,Default
Item_HelmatLV4_2,Mũ\ Đạn\ Đạo\ Cấp\ 4,#20250915070059,Default
Item_HelmatLV4_2_Desc,Vừa\ êm\ vừa\ chắc.,#20250915070059,Default
Item_HelmatLV5_1Hear,Mũ\ Nhẹ\ Cấp\ 5,#20250915070059,Default
Item_HelmatLV5_1Hear_Desc,"Toàn\ diện\ về\ bảo\ vệ,\ cân\ nặng,\ độ\ bền\ và\ chi\ phí.\ Nhưng\ thiết\ kế\ độc\ gây\ bất\ tiện\ khi\ đeo\ tai\ nghe.",#20250915070059,Default
Item_HelmatLV5_2,Mũ\ Tác\ Chiến\ Cấp\ 5,#20250915070059,Default
Item_HelmatLV5_2_Desc,"Nặng\ hơn\ đa\ số,\ nhưng\ bảo\ vệ\ vượt\ trội.",#20250915070059,Default
Item_ArmorLV3_2,Giáp\ Nặng\ Cấp\ 3,#20250915070059,Default
Item_ArmorLV3_2_Desc,"Nặng\ hơn,\ nhưng\ rất\ bền.",#20250915070059,Default
